385	106905426|109514790|49665339|57146118|80418409|86626279|87396346|91176900
386	99383669
387	75057719|75328728|96442667
388	64954344|65397041|81281385
389	114141097|117473733|45601616|46952901|47644792|49508941|70618345|75150661|78520834|90164174
390	105968933
391	100251926|80673477
392	107403180|111000916|115007328|39161255|43586768|55308409|63378865|66005670|68126346|76904281|79778726|86793924|96196517|96550331
393	63870307
394	48254443|55037822|57716653|60171361|61721953|62095545|63139788|63304325|67188795|68441753|71397325|73275982|73909713|73972293|76217804|76432986|80743559|83701618|89027520|99013878
395	104076672|114249480|114260324|46292146|52229011|64353786|75409296|80703419|84556712
396	64637806
397	62053906
398	104505726
399	104313854|113781817|43716916|49342468|53304722|60255503|82405727|90898913
400	106583030|117358129|87838288|95559730|96581984
401	54347502|58398833|62678724|75435842|78911056
402	42471654|48286965
403	110170281|85649034
404	91709777
405	32873990|35145650
406	114232606
407	105575713|61733242
408	65240798|72766629|74585818|81819220|85739163|92891757
409	102188104|96582686
410	83650007
411	96551147
412	100176452|102548025|103879695|111548387|116784822|117801768|45114924|56309267|59707456|60807788|71760507|73295721|87994583|89005595|89203157|89367197|89709356|91952704|93602054|94399660|97635063|97928038|98130550
413	117613397
414	107418832|109111864
415	37369518|70306304|84649374
416	92684347
417	100143457|100401244|101337636|101736542|108938656|113795693|33052552|35166455|36208658|44752106|44920426|45010846|47161639|47196726|48298976|48479160|49473247|52225080|54927294|56416032|57167756|58464939|60012528|60439305|61664545|63351737|68394794|69951967|73654378|75528231|75939519|77862524|85552674|88288610|89999652|93738858|95775231|99350147
418	58707826|60205690|63422195
419	82197068
420	102287069|109159253|113098852|119299258|31452348|38899874|50731215|50904102|55864302|57423719|62556018|63057420|65532010|68203497|72260658|75392595|80663180|92646756
421	57829482|60822395|72185292|72385750|75369813
422	92220187|94593318
423	102810280|104834334|104838834|110041071|110258523|110828118|32077781|32508834|34062984|34202492|37724115|42760439|43098433|44629128|44837663|50442236|54963476|55502896|56575276|58590676|59620738|60028619|65881466|70225477|71055421|72663226|77822920|85954548|86875481|88504621|88665963|97524767|99104257
424	60248912
425	103304041|49705397|53444243|55817838|62501289|64268018|64682954|65139416|65522431|68942788|98284001
426	105043309|105724473|110692933|112961257|114869870|54948611|59453830|67443048|83549178|84727775|87479093|89900423
427	117804632
428	86646474
429	35182161|56578561
430	113951290|70996199|71161636|72386015|79765652|88942733|90554041
431	112782093
432	114156077|59983626|61826181|64977063|71141911|83764263
433	94693992
434	64204018|72528475|77449680|97263344
435	38712623|46708831|47529504|49938983|49938986|66943237|77545467|80462024|92237825
436	116249847
437	115595990|118689871|32954756|63885406|64579881|65426668|69226680|75810449
438	74700736|77136202|86259406
439	108740007
440	102662125|103367457|105900292|105974364|106424431|106507458|115655764|34288909|42831469|47592207|53525999|56657631|60087135|63164728|64110309|66919314|68261165|68772124|74251329|75938212|80473109|81034293|81495582|83317281|86080950|92627142|94251036|96900917
441	55487685|57935851|61452234|67787003|69318785|70809968|92759586
442	108637656|48783646|53852648|57018003|59367838|62643138|64972411|81492729|83206394|85551048|86939391|89554026|90295467|91523777|94725543|94757138|95549880|96618673|98249119
443	79229465|82258381|91276530
444	112896014
445	106805754|110477497|117489044|78728495|89381961|94302880
446	110289088
447	34081498|60220720|90386491
448	106129936|107892961
449	38828285|39069703|47112816|49578530|58143338|66017055
450	118536928
451	49596765|56579771
452	113601076|32851789|43679530|49404844|49587806|54780745|54954121|56313837|56715854|56778967|56968997|59744122|62158198|65697974|66175751|66342118|67836187|70597873|72232060|74918427|85308087|94850865
453	115525741|58832013|85423725|94391946
454	74355883|78119445
455	37108943|78413749
456	75100732
457	106127363|109268438|112117918|54110580|74296867|90062770
458	101391459|101875996|109536198
459	112375884|89938922|90783402
460	111151306
461	85429233
462	107587048|116545227|38894918|79256022
463	36114053|57671541|68855125
464	116232533|70890429
465	101413319
466	105338393|105338413
467	104223822|64894369|65912405|69587014|84677234
468	81062794
469	31468651
470	37335189|44188301|74629813|79995349
471	75191953
472	72391912|73786513
473	109117865|113906941|94342886
474	92005178
475	115916029|46963952
476	67328588|88103505
477	70049861|78262570
478	100162530|102303055|102809029|61078286|68736409|83741350
479	117610482|42425073|45028470|50239315|55219830|60563953|72975411|83218906|87612941
480	84128929|87873288|88876108
481	69010740|91306184|94038319
482	105203950|112044950|47186228|73363351
483	101511684
484	44477145|61571024|76316791|78757985|79595483|80425525|81973814
485	102873141|112222210|114663759|114760499|115847946|117423681|119542593
486	103577680|106607980|113679622|115182975|121530220
487	105436667|84325729|84649301|86208271|89726036|94037722
488	45121147|52260247|63250354|63266393|70773616
489	85875421|88101428
490	105276115|36974515|37051156|37576502|61228270|80296465|80321103|89133450|91747844
491	100863525|114243362|72722044|76003021|79195625|94205442
492	110401554
493	32135495|33159472|38702127|42630632|45948849|47622070|48972857|51370946|52544779|53443544|54910002|55207605|58790948|60356558|61282877|66907473|68702579|68934437|69236484|72837329|74141361|74726458|75147880|76164211|79254605|82305999
494	88395064
495	58080508|78335262|79713931|86449097
496	116672518
497	81469408|83808843
498	116847676
499	110214251|111676764
500	103304843|89804514
501	45972950|51499935|56057841|63258350|64146587|70602256
502	113157373
503	102408182|111791329|44230393|44837451|45436190|98924397
504	89341763
505	36479932|38940166|47885266|52979903|58359888|75406942|86228413
506	69074225
507	103291740|103547523|105216164|106762773|108010054|111665004|113407245|113560409|114304016|119233275|52498493|73796401|75665206|77815383|89755744|91110174|94159324
508	104561365
509	114112750
510	108492558|110904977|115643890|118690767|119924052|120309499|85515013|87876543
511	118208203
512	104047385|104815016|92427941
513	48278466|63673120|79116227
514	102792648|85593422
515	55849515|58171670|60452146|62446235|82451079
516	104013937
517	110463093|116552530|68552042|78711778
518	31529891|37458879|39377384|45218264|51622169|53225013|58726444|64509445|69364255|71106395|73303496|80139326
519	114579894
520	108485098|112954304
521	79531444
522	96737617
523	100037013|102056843|104448292|104762451|104828246|105224060|105857322|106259631|106361768|90091489|91393782|92420785|93624932|93848309|99374647
524	86557919|90577131|91635190
525	108885353|111293191
526	33218986|54045972|56961820|58524255|60762778|60762780|65577334|66842060|77667717
527	116038963
528	115704812
529	114654558|97865231
530	35994315|39625913|44118004|49375234|52637323|52761051|57135964|58949193|59815143|61163062|62027309|62847476|68072613|68713010|70551871|77805002|87247774
531	119967460|38449517|42666510|46136293|47720092|48554071|49370448|52482435|60585625|61238765|64387343|65910132|66003176|66996503|67010902|79248255|99006960
532	103847275|107008760|108752690|112631947|74454741|89727921|90350581|90893309|91307234|98945391
533	88965805
534	103275805
535	101325778|102103755|106081817|106823093|107982864|113447646|119154530|73506820|78798930|79117690|79674705|93136420|93261864|93348284|95463285|97760636|97995637|98399090|99166823|99906445|99984775
536	99123779
537	115021378
538	33995762|48242488|53533134|56363318|57386025|63279612|63865494|70412371|84475140
539	88261536
540	115261611|115454153|115765257|38102487|39524796|43240986|44062158|95947664
541	107415082
542	99783816
543	112789748
544	53632207
545	98992630
546	98443003
547	114035696|44929201|45771187|55784918|58540427|59932243|60906064|61199024|63371930|66590075|75212482|80355457|96043497
548	69048083|74963898
549	104447264
550	77318935|84288417|88451383|89339491|89864478
551	47113787
552	101349034|105816153|86435083
553	100252015
554	56315666|57804378|60782143
555	107918631|61522374|62488612|70112031|72337663|79186367|83283486|85316785|85364622|85365063|92127302|95662336
556	83474570
557	97249422
558	110453809
559	99043451
560	53542852|56295656|60262314|85190854
561	94399547
562	103722056|116716949
563	119345893
564	54853478|63355287|79465343
565	37046543|73199474|77442719|79095799|87386002
566	106229048
567	103222065
568	71132274|75848743
569	84371417
570	117149515
571	100533141|102141096|105277267|112051646|113392270|113551857|115724300|59580731|61830791|63476746|63915885|64030026|64805157|65390920|67787404|67798910|68157341|70319580|74229844|74708936|77457826|77661640|80018249|83029105|85404607|87859604|88536484|91389461|93093518|94304708|94642762|98906031|99146901
572	36921377|37939243|45676783|61033343|87820939|91443370|94200460
573	118797422|71814575
574	90452114|95462003
575	54439909
576	117124864|70018250|89863419
577	38748499
578	35728252|54778494|64305276|65668506|75638859|85411121|88269174|88489272|88947389|92176576|95415150
579	80647577|90172696|97763465
580	109859714
581	104759632|105633665|108419268|65974202|78415905|84382105|85249864
582	94681812
583	100127580|106850708|113273988
584	100068522|101456273|103813253|107343282|107747444|108622025|109188699|112837872|34494059|36773681|37840423|44790103|54305622|56500886|58231874|62204898|85399075|88118495|88785384|90835131
585	119369553
586	109605484|117566850|33951902|35625462|36099153|42668911|44692563|51632923|52482284|55227962|57922262|60632621|60977698|63889500|64880389|67183590|71046076|76583114|77963850|80668662|85345717|88014160|91296004|92473496|93642089|95953095
587	115802339
588	109937966
589	110862084
590	44462332
591	102233994|102694301|102694311|110011141|78682730|79453217|80545771|80773825|82206138|83156331|83736873|86486617|88283354|95573694|98022001|99502616
592	107499280|119584565
593	66805355
594	91616980|97407787
595	104630097|108390989|80081696
596	94907195
597	82441565|95889922
598	108861175
599	82982880
600	113045026|116709570|84780525|88160353|88643922|89744824|90600174|96863662
601	101222038|109348129|117488073|88722652
602	96869174
603	47955114|56938623|97353955
604	65969257|77689973|79379238|96381476|97642842
605	105584798
606	39238336|65345172
607	78309666
608	88439107
609	85157560
610	109768479|60643469
611	78457414|79639939|80556406|80664354|82856932|86128622
612	33547771|61633416
613	100211140|104287676|74971618|89067339
614	104345558|106422853|52306946|73956086|81895772|91467432
615	99741315
616	53502059|69466753|91506007|92666699
617	96816882
618	108686286|110039884|111905706|45768702|50956628|53790279|59576063|68721229
619	103781940|111953528|116587450|38260464|55638617|77659363|80232322|95988167
620	38427587|62140034|67107362|70981342|81268117
621	109442628|97768045
622	103470357|32982551|32982797|36924441|43764949|47380261|60522583|75756267|89738305|92033679|99395841
623	55136803|63020969
624	116752718
625	73359360
626	108114000|58428521|68179199|73448604
627	102809596|85342593|98804425
628	71127183|78854265
629	100676241|105889652|116379243|44819761|44940679|54921545|56437044|59557335|69959069|71477037|72800963|77232018|85963714|88143455
630	37067052|39537600|48085796|51060943
631	107709879|109438684|110766754|111302072|83319914|87358377|95343934
632	44383774|52910597|54927034|66194308
633	61993490
634	117810059
635	113792667|118827503|118864267|119685074
636	101318450|101717742|83552600
637	50889226|65665561|67482348|74086344
638	109793654|64346336|98019941
639	64585513|66468557
640	118356752
641	91249465|91655110
642	104040113|111603554|88722836
643	104314745|49285684|63934406|67294760|67415908|74337086|80197847|82387231|89527572|89951882
644	54312378|71224626
645	112168185
646	106134626
647	105725386|108354850|97301814|97802239
648	100955369|105809482|65745777|71706121|73827350|90990586|97942578
649	114627271
650	56637588|73404883|94948853
651	108890648
652	102152203|66489212|68750435|70912826
